card_type,card_set,card_name,quest_type,quest_any_kind_requirement,plot_quest,intrigue_type,building_cost,quest_requirement_text,quest_reward_text,static_resources_text,owner_resources_text,resource_accum_text,building_location,card_text,quest_effects_text,quest_effects_text_zh,possible_lore_text,card_scene_name,image_large_id,image_file,display_name,source_file,variant_count,variant_card_names,translation_versions,zh_codex_name,zh_codex_card_text,zh_codex_possible_lore_text,zh_codex_building_location,zh_printed_name,zh_printed_card_text,zh_printed_possible_lore_text,zh_printed_building_location
building,undermountain,High Duke's Tomb,,,False,,7,,,8 gold,4 gold,,Dungeon Level,"Take 8 Gold. 
Place 2 Gold from 
the supply on each 
of 2 different action 
spaces. 
Owner takes 4 Gold.",,,"The inscription on the footstone reads: ""Here Lies High King Arthangh/Son of Meirra/Lord of Emberden/He Should Not Have Fallen.""",UM_Buildings_11,,,High Duke's Tomb,cards_buildings_UM.lua,1,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex building translation using locked project terminology, local DND references, and rulebook building lore, 2026-06-02"", ""name"": ""大公之墓"", ""card_text"": ""拿取 8 金币。从供应区在 2 个不同的行动格上各放置 2 金币。拥有者拿取 4 金币。"", ""possible_lore_text"": ""足石上的铭文写着：“长眠于此者，高王阿桑格，梅拉之子，烬谷之主，他本不该倒下。”"", ""building_location"": ""地城层""}, ""zh_printed"": {""label"": ""印刷版"", ""source"": ""User-provided printed building names, 2026-06-02"", ""name"": ""大公墓"", ""card_text"": """", ""possible_lore_text"": """", ""building_location"": """"}}",大公之墓,拿取 8 金币。从供应区在 2 个不同的行动格上各放置 2 金币。拥有者拿取 4 金币。,足石上的铭文写着：“长眠于此者，高王阿桑格，梅拉之子，烬谷之主，他本不该倒下。”,地城层,大公墓,,,
building,undermountain,Room of Wisdom,,,False,,7,,,2 cleric,1 cleric,,Farm Level,"Take 2 Clerics. 
Place 1 Cleric from the 
supply on 1 action space.
 Owner takes 1 Cleric.",,,"The Wyllowwood grows in the depths of Undermountain, and in that strange forest initiates to the faith of Malar study beasts in the Room of Wisdom.",UM_Buildings_12,,,Room of Wisdom,cards_buildings_UM.lua,1,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex building translation using locked project terminology, local DND references, and rulebook building lore, 2026-06-02"", ""name"": ""智慧室"", ""card_text"": ""拿取 2 个牧师。从供应区将 1 个牧师放到 1 个行动格上。拥有者拿取 1 个牧师。"", ""possible_lore_text"": ""威洛森林生长在地脉迷城深处；在那片奇异森林中，玛拉信仰的入门者在智慧室研究野兽。"", ""building_location"": ""农场层""}, ""zh_printed"": {""label"": ""印刷版"", ""source"": ""User-provided printed building names, 2026-06-02"", ""name"": ""智慧之室"", ""card_text"": """", ""possible_lore_text"": """", ""building_location"": """"}}",智慧室,拿取 2 个牧师。从供应区将 1 个牧师放到 1 个行动格上。拥有者拿取 1 个牧师。,威洛森林生长在地脉迷城深处；在那片奇异森林中，玛拉信仰的入门者在智慧室研究野兽。,农场层,智慧之室,,,
building,undermountain,Entry Well,,,False,,,,,,,,Yawning Portal,"Take 1 Face-up
 Quest Card and Play
 1 Intrigue Card",,,"Located in the common room of the Yawning Portal, this is the most-used physical link to Undermountain.",UM_Buildings_13,,,Entry Well,cards_buildings_UM.lua,1,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex building translation using locked project terminology, local DND references, and rulebook building lore, 2026-06-02"", ""name"": ""入口井道"", ""card_text"": ""拿取 1 张面朝上的任务卡，并打出 1 张阴谋卡。"", ""possible_lore_text"": ""位于哈欠门酒馆的公共大厅内，这是通往地脉迷城最常用的实体通道。"", ""building_location"": ""哈欠门酒馆""}}",入口井道,拿取 1 张面朝上的任务卡，并打出 1 张阴谋卡。,位于哈欠门酒馆的公共大厅内，这是通往地脉迷城最常用的实体通道。,哈欠门酒馆,,,,
building,undermountain,Hall of Mirrors,,,False,,,,,,,,Dungeon Level,"Take 1 Adventurer
 of Any Kind or
 1 Rogue and 1 Fighter",,,"This corridor is flanked by large, heavy oval glass mirrors, eight on each side. Sometimes reflections are not what they seem.",UM_Buildings_14,,,Hall of Mirrors,cards_buildings_UM.lua,1,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex building translation using locked project terminology, local DND references, and rulebook building lore, 2026-06-02"", ""name"": ""镜厅"", ""card_text"": ""拿取任意 1 个冒险者，或拿取 1 个盗贼和 1 个战士。"", ""possible_lore_text"": ""这条走廊两侧各排列着八面巨大沉重的椭圆玻璃镜。有时，倒影并不如其所见。"", ""building_location"": ""地城层""}}",镜厅,拿取任意 1 个冒险者，或拿取 1 个盗贼和 1 个战士。,这条走廊两侧各排列着八面巨大沉重的椭圆玻璃镜。有时，倒影并不如其所见。,地城层,,,,
building,undermountain,The Grim Statue,,,False,,,,,,,,Dungeon Level,"Draw 2 Intrigue
 Cards.",,,"This high-ceilinged room houses a huge, dark stone statue. Many of the fingers and the statue’s head have been broken off.",UM_Buildings_15,,,The Grim Statue,cards_buildings_UM.lua,1,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex building translation using locked project terminology, local DND references, and rulebook building lore, 2026-06-02"", ""name"": ""无首石像"", ""card_text"": ""抽 2 张阴谋卡。"", ""possible_lore_text"": ""这间高顶大厅中矗立着一尊巨大的黑色石像。石像的许多手指和头部都已断裂。"", ""building_location"": ""地城层""}}",无首石像,抽 2 张阴谋卡。,这间高顶大厅中矗立着一尊巨大的黑色石像。石像的许多手指和头部都已断裂。,地城层,,,,
faction,none,Faction - City Guard,,,False,,,,,,,,,,,,,LW_Faction_CG,LW_Faction_01,assets/cards/LW_Faction_CardCG.webp,Lore_Faction_01_City_Guard_Title,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex faction translation using locked printed terminology from waterdeep_规则术语表.md, 2026-06-02"", ""name"": ""城市守卫联盟"", ""card_text"": """", ""possible_lore_text"": """", ""building_location"": """"}}",城市守卫联盟,,,,,,,
faction,none,Faction - Grey Hands,,,False,,,,,,,,,,,,,LW_Faction_GH,LW_Faction_06,assets/cards/LW_Faction_CardGH.webp,Lore_Faction_06_The_Grey_Hands_Title,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex faction translation using locked printed terminology from waterdeep_规则术语表.md, 2026-06-02"", ""name"": ""灰手组织"", ""card_text"": """", ""possible_lore_text"": """", ""building_location"": """"}}",灰手组织,,,,,,,
faction,none,Faction - Harpers,,,False,,,,,,,,,,,,,LW_Faction_HP,LW_Faction_02,assets/cards/LW_Faction_CardHP.webp,Lore_Faction_02_Harpers_Title,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex faction translation using locked printed terminology from waterdeep_规则术语表.md, 2026-06-02"", ""name"": ""竖琴手同盟"", ""card_text"": """", ""possible_lore_text"": """", ""building_location"": """"}}",竖琴手同盟,,,,,,,
faction,none,Faction - Knigts of the Shield,,,False,,,,,,,,,,,,,LW_Faction_KS,LW_Faction_03,assets/cards/LW_Faction_CardKS.webp,Lore_Faction_03_Knights_Shield_Title,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex faction translation using locked printed terminology from waterdeep_规则术语表.md, 2026-06-02"", ""name"": ""神盾骑士团"", ""card_text"": """", ""possible_lore_text"": """", ""building_location"": """"}}",神盾骑士团,,,,,,,
faction,none,Faction - Red Sashes,,,False,,,,,,,,,,,,,LW_Faction_RS,LW_Faction_04,assets/cards/LW_Faction_CardRS.webp,Lore_Faction_04_Red_Sashes_Title,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex faction translation using locked printed terminology from waterdeep_规则术语表.md, 2026-06-02"", ""name"": ""红带帮"", ""card_text"": """", ""possible_lore_text"": """", ""building_location"": """"}}",红带帮,,,,,,,
faction,none,Faction - Silverstars,,,False,,,,,,,,,,,,,LW_Faction_SS,LW_Faction_05,assets/cards/LW_Faction_CardSS.webp,Lore_Faction_05_Silverstars_Title,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex faction translation using locked printed terminology from waterdeep_规则术语表.md, 2026-06-02"", ""name"": ""银星会"", ""card_text"": """", ""possible_lore_text"": """", ""building_location"": """"}}",银星会,,,,,,,
intrigue,base,Ambush,,,False,attack,,,,,,,,"Each opponent removes 1 fighter from his or her Tavern and returns it to the supply. For each opponent that could not do so, take 1 fighter from the supply and place it in your Tavern.",,,"The Lords of Waterdeep play games
with both diplomacy and daggers.",LW_Intrigue_01,LW_Intrigue_01,assets/cards/LW_Intrigue_01.webp,Key_Ambush,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""伏击"", ""card_text"": ""每名对手从其酒馆移除 1 个战士并归还供应区。对每名无法如此做的对手，你从供应区拿取 1 个战士并放入你的酒馆。"", ""possible_lore_text"": ""深水城领主玩的游戏，既用外交，也用匕首。"", ""building_location"": """"}}",伏击,每名对手从其酒馆移除 1 个战士并归还供应区。对每名无法如此做的对手，你从供应区拿取 1 个战士并放入你的酒馆。,深水城领主玩的游戏，既用外交，也用匕首。,,,,,
intrigue,base,Arcane Mishap,,,False,attack,,,,,,,,"Each opponent removes 1 wizard from his or her Tavern and returns it to the supply. For each opponent that could not do so, draw 1 Intrigue card.",,,Playing with magic can be dangerous business.,LW_Intrigue_03,LW_Intrigue_03,assets/cards/LW_Intrigue_03.webp,Key_ArcaneMishap,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""奥术事故"", ""card_text"": ""每名对手从其酒馆移除 1 个法师并归还供应区。对每名无法如此做的对手，你抽 1 张阴谋卡。"", ""possible_lore_text"": ""玩弄魔法有时是危险的营生。"", ""building_location"": """"}}",奥术事故,每名对手从其酒馆移除 1 个法师并归还供应区。对每名无法如此做的对手，你抽 1 张阴谋卡。,玩弄魔法有时是危险的营生。,,,,,
intrigue,base,Assassination,,,False,attack,,,,,,,,"Each opponent removes 1 rogue from his or her Tavern and returns it to the supply. For each opponent that could not do so, take 2 gold from the supply and place it in your Tavern.",,,The ranks of rivals must be culled from time to time.,LW_Intrigue_05,LW_Intrigue_05,assets/cards/LW_Intrigue_05.webp,Key_Assassination,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""暗杀"", ""card_text"": ""每名对手从其酒馆移除 1 个盗贼并归还供应区。对每名无法如此做的对手，你从供应区拿取 2 金币并放入你的酒馆。"", ""possible_lore_text"": ""竞争者的队伍，总得时不时修剪一番。"", ""building_location"": """"}}",暗杀,每名对手从其酒馆移除 1 个盗贼并归还供应区。对每名无法如此做的对手，你从供应区拿取 2 金币并放入你的酒馆。,竞争者的队伍，总得时不时修剪一番。,,,,,
intrigue,base,Bribe Agent,,,False,attack,,,,,,,,Pay 2 Gold. Choose an action space containing an opponent's agent. You use that space's action as though you had assigned an agent to it.,,,“I believe this will more than suffice . . .”,LW_Intrigue_07,LW_Intrigue_07,assets/cards/LW_Intrigue_07.webp,Key_BribeAgent,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""贿赂代理人"", ""card_text"": ""支付 2 金币。选择 1 个有对手代理人的行动格。你使用该行动格的行动，视同你曾向那里指派代理人。"", ""possible_lore_text"": ""“我相信，这些已经绰绰有余……”"", ""building_location"": """"}}",贿赂代理人,支付 2 金币。选择 1 个有对手代理人的行动格。你使用该行动格的行动，视同你曾向那里指派代理人。,“我相信，这些已经绰绰有余……”,,,,,
intrigue,base,Free Drinks!,,,False,attack,,,,,,,,"Remove one adventurer of any kind from an opponent's Tavern, and then place it in your Tavern.",,,“I like this place! It has atmosphere.”,LW_Intrigue_09,LW_Intrigue_09,assets/cards/LW_Intrigue_09.webp,Key_FreeDrinks,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""免费畅饮！"", ""card_text"": ""从一名对手的酒馆移除任意 1 个冒险者，然后放入你的酒馆。"", ""possible_lore_text"": ""“我喜欢这地方！很有气氛。”"", ""building_location"": """"}}",免费畅饮！,从一名对手的酒馆移除任意 1 个冒险者，然后放入你的酒馆。,“我喜欢这地方！很有气氛。”,,,,,
intrigue,base,Lack of Faith,,,False,attack,,,,,,,,"Each opponent removes 1 cleric from his or her Tavern and returns it to the supply. For each opponent that could not do so, you score 2 VP.",,,“Belief can be so very fleeting.”,LW_Intrigue_11,LW_Intrigue_11,assets/cards/LW_Intrigue_11.webp,Key_LackofFaith,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""信仰缺失"", ""card_text"": ""每名对手从其酒馆移除 1 个牧师并归还供应区。对每名无法如此做的对手，你获得 2 VP。"", ""possible_lore_text"": ""“信念有时可真是转瞬即逝。”"", ""building_location"": """"}}",信仰缺失,每名对手从其酒馆移除 1 个牧师并归还供应区。对每名无法如此做的对手，你获得 2 VP。,“信念有时可真是转瞬即逝。”,,,,,
intrigue,base,Accelerate Plans,,,False,utility,,,,,,,,"Choose 1 of your agents assigned to Waterdeep Harbor. Return it to your pool, then immediately assign 2 agents.",,,“It’s time to make our play!”,LW_Intrigue_13,LW_Intrigue_13,assets/cards/LW_Intrigue_13.webp,Key_AcceleratePlans,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""加速计划"", ""card_text"": ""选择你指派到深水港的 1 个代理人。将其返回你的代理人池，然后立即指派 2 个代理人。"", ""possible_lore_text"": ""“是时候动手了！”"", ""building_location"": """"}}",加速计划,选择你指派到深水港的 1 个代理人。将其返回你的代理人池，然后立即指派 2 个代理人。,“是时候动手了！”,,,,,
intrigue,base,Bidding War,,,False,utility,,,,,,,,"Draw a number of Quest cards from the deck equal to the number of players. Keep one and pass the remaining Quest cards to the player on your left. Each player, in turn, chooses one Quest card to keep and passes the rest to the left until every player has taken a Quest card.",,,"“I can complete that quest with one
wizard, a torch, and a floppy hat.”",LW_Intrigue_14,LW_Intrigue_14,assets/cards/LW_Intrigue_14.webp,Key_BiddingWar,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""竞价大战"", ""card_text"": ""从任务牌堆抽取等同玩家人数的任务卡。保留 1 张，并将剩余任务卡传给你左侧的玩家。每名玩家依次选择 1 张任务卡保留，并将剩余任务卡继续向左传，直到每名玩家都拿到 1 张任务卡。"", ""possible_lore_text"": ""“这个任务我只要一个法师、一支火把，还有一顶软塌塌的帽子就能完成。”"", ""building_location"": """"}}",竞价大战,从任务牌堆抽取等同玩家人数的任务卡。保留 1 张，并将剩余任务卡传给你左侧的玩家。每名玩家依次选择 1 张任务卡保留，并将剩余任务卡继续向左传，直到每名玩家都拿到 1 张任务卡。,“这个任务我只要一个法师、一支火把，还有一顶软塌塌的帽子就能完成。”,,,,,
intrigue,base,Call for Adventurers,,,False,utility,,,,,,,,Take 2 adventurers of any kind from the supply and place them in your Tavern. Each opponent takes 1 adventurer of any kind from the supply and places it in his or her Tavern.,,,"“Adventurers needed for slightly
dangerous opportunity. Must supply
own magic items. Inquire within.”",LW_Intrigue_17,LW_Intrigue_17,assets/cards/LW_Intrigue_17.webp,Key_CallforAdventurers,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""召集冒险者"", ""card_text"": ""从供应区拿取任意 2 个冒险者并放入你的酒馆。每名对手从供应区拿取任意 1 个冒险者并放入其酒馆。"", ""possible_lore_text"": ""招募冒险者，机会略有危险。需自备魔法物品。有意者内询。"", ""building_location"": """"}}",召集冒险者,从供应区拿取任意 2 个冒险者并放入你的酒馆。每名对手从供应区拿取任意 1 个冒险者并放入其酒馆。,招募冒险者，机会略有危险。需自备魔法物品。有意者内询。,,,,,
intrigue,base,Call in a Favor,,,False,utility,,,,,,,,"Choose one of the following to take from the supply: 4 gold, 2 fighters, 2 rogues, 1 wizard, or 1 cleric.",,,,LW_Intrigue_19,LW_Intrigue_19,assets/cards/LW_Intrigue_19.webp,Key_CallinaFavor,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""请托人情"", ""card_text"": ""从以下项目中选择一项，从供应区拿取：4 金币、2 个战士、2 个盗贼、1 个法师，或 1 个牧师。"", ""possible_lore_text"": """", ""building_location"": """"}}",请托人情,从以下项目中选择一项，从供应区拿取：4 金币、2 个战士、2 个盗贼、1 个法师，或 1 个牧师。,,,,,,
intrigue,base,Change of Plans,,,False,utility,,,,,,,,Discard an uncompleted Quest card. Score 6 VP. Each opponent can choose to discard an uncompleted Quest card to score 3 VP. (You can discard a Mandatory Quest in this way.),,,"“Of course I finished that assignment.
Would I lie to you?”",LW_Intrigue_21,LW_Intrigue_21,assets/cards/LW_Intrigue_21.webp,Key_ChangeofPlans,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""计划有变"", ""card_text"": ""弃掉 1 张未完成的任务卡。获得 6 VP。每名对手可以选择弃掉 1 张未完成的任务卡，以获得 3 VP。（你可以用这种方式弃掉强制任务。）"", ""possible_lore_text"": ""“我当然完成了那项差事。我会骗你吗？”"", ""building_location"": """"}}",计划有变,弃掉 1 张未完成的任务卡。获得 6 VP。每名对手可以选择弃掉 1 张未完成的任务卡，以获得 3 VP。（你可以用这种方式弃掉强制任务。）,“我当然完成了那项差事。我会骗你吗？”,,,,,
intrigue,base,Conscription,,,False,utility,,,,,,,,Take 2 fighters from the supply and place them in your Tavern. Choose 1 opponent. That opponent takes 1 fighter from the supply and places it in his or her Tavern.,,,“You look strong and capable. You’re drafted!”,LW_Intrigue_22,LW_Intrigue_22,assets/cards/LW_Intrigue_22.webp,Key_Conscription,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""征召"", ""card_text"": ""从供应区拿取 2 个战士并放入你的酒馆。选择 1 名对手。该对手从供应区拿取 1 个战士并放入其酒馆。"", ""possible_lore_text"": ""“你看起来强壮又能干。你被征召了！”"", ""building_location"": """"}}",征召,从供应区拿取 2 个战士并放入你的酒馆。选择 1 名对手。该对手从供应区拿取 1 个战士并放入其酒馆。,“你看起来强壮又能干。你被征召了！”,,,,,
intrigue,base,Crime Wave,,,False,utility,,,,,,,,Take 2 rogues from the supply and place them in your Tavern. Choose 1 opponent. That opponent takes 1 rogue from the supply and places it in his or her Tavern.,,,"“No honor, but the benefits are wonderful.”",LW_Intrigue_24,LW_Intrigue_24,assets/cards/LW_Intrigue_24.webp,Key_CrimeWave,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""犯罪浪潮"", ""card_text"": ""从供应区拿取 2 个盗贼并放入你的酒馆。选择 1 名对手。该对手从供应区拿取 1 个盗贼并放入其酒馆。"", ""possible_lore_text"": ""“没有荣誉，但好处可真不少。”"", ""building_location"": """"}}",犯罪浪潮,从供应区拿取 2 个盗贼并放入你的酒馆。选择 1 名对手。该对手从供应区拿取 1 个盗贼并放入其酒馆。,“没有荣誉，但好处可真不少。”,,,,,
intrigue,base,Good Faith,,,False,utility,,,,,,,,Take 2 clerics from the supply and place them in your Tavern. Choose 1 opponent. That opponent takes 1 cleric from the supply and places it in his or her Tavern.,,,"“We are in the business of miracles—
and business is good.”",LW_Intrigue_26,LW_Intrigue_26,assets/cards/LW_Intrigue_26.webp,Key_GoodFaith,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""善意之举"", ""card_text"": ""从供应区拿取 2 个牧师并放入你的酒馆。选择 1 名对手。该对手从供应区拿取 1 个牧师并放入其酒馆。"", ""possible_lore_text"": ""“我们做的是奇迹的生意，而且生意兴隆。”"", ""building_location"": """"}}",善意之举,从供应区拿取 2 个牧师并放入你的酒馆。选择 1 名对手。该对手从供应区拿取 1 个牧师并放入其酒馆。,“我们做的是奇迹的生意，而且生意兴隆。”,,,,,
intrigue,base,Graduation Day,,,False,utility,,,,,,,,Take 2 wizards from the supply and place them in your Tavern. Choose 1 opponent. That opponent takes 1 wizard from the supply and places it in his or her Tavern.,,,"“The latest crop of wizard apprentices to complete the
tests of sorcery are an extremely talented bunch.”",LW_Intrigue_28,LW_Intrigue_28,assets/cards/LW_Intrigue_28.webp,Key_GraduationDay,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""毕业日"", ""card_text"": ""从供应区拿取 2 个法师并放入你的酒馆。选择 1 名对手。该对手从供应区拿取 1 个法师并放入其酒馆。"", ""possible_lore_text"": ""最新一批通过魔法考验的法师学徒，个个才华横溢。"", ""building_location"": """"}}",毕业日,从供应区拿取 2 个法师并放入你的酒馆。选择 1 名对手。该对手从供应区拿取 1 个法师并放入其酒馆。,最新一批通过魔法考验的法师学徒，个个才华横溢。,,,,,
intrigue,base,Real Estate Deal,,,False,utility,,,,,,,,Discard a Building under your control that currently has no agent assigned to it. Then choose 1 Building in Builder's Hall and put it into play under your control at no cost. (Replace that building afterward.),,,“The view from here is so much better.”,LW_Intrigue_30,LW_Intrigue_30,assets/cards/LW_Intrigue_30.webp,Key_RealEstateDeal,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""房产交易"", ""card_text"": ""弃掉 1 个你控制且当前没有代理人指派其上的建筑。然后选择建造者大厅中的 1 个建筑，不支付费用，将其放入场上并由你控制。（之后补充该建筑。）"", ""possible_lore_text"": ""“这里的景致好多了。”"", ""building_location"": """"}}",房产交易,弃掉 1 个你控制且当前没有代理人指派其上的建筑。然后选择建造者大厅中的 1 个建筑，不支付费用，将其放入场上并由你控制。（之后补充该建筑。）,“这里的景致好多了。”,,,,,
intrigue,base,Recall Agent,,,False,utility,,,,,,,,Return one of your assigned agents to your pool.,,,“Come quickly! I have a new assignment for you!”,LW_Intrigue_31,LW_Intrigue_31,assets/cards/LW_Intrigue_31.webp,Key_RecallAgent,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""召回代理人"", ""card_text"": ""将你 1 个已指派的代理人返回你的代理人池。"", ""possible_lore_text"": ""“快来！我有新的任务交给你！”"", ""building_location"": """"}}",召回代理人,将你 1 个已指派的代理人返回你的代理人池。,“快来！我有新的任务交给你！”,,,,,
intrigue,base,Recruit Spies,,,False,utility,,,,,,,,Take 2 rogues from the supply and place them in your Tavern. Each opponent can choose to give you 1 rogue once to score 3 VP. (Place it in your Tavern.),,,“Information is power.”,LW_Intrigue_33,LW_Intrigue_33,assets/cards/LW_Intrigue_33.webp,Key_RecruitSpies,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""招募间谍"", ""card_text"": ""从供应区拿取 2 个盗贼并放入你的酒馆。每名对手各可选择一次，给你 1 个盗贼以获得 3 VP。（将该盗贼放入你的酒馆。）"", ""possible_lore_text"": ""“情报就是力量。”"", ""building_location"": """"}}",招募间谍,从供应区拿取 2 个盗贼并放入你的酒馆。每名对手各可选择一次，给你 1 个盗贼以获得 3 VP。（将该盗贼放入你的酒馆。）,“情报就是力量。”,,,,,
intrigue,base,Request Assistance,,,False,utility,,,,,,,,Take 2 fighters from the supply and place them in your Tavern. Each opponent can choose to give you 1 fighter once to score 3 VP. (Place it in your Tavern.),,,"Even a Lord of Waterdeep requires the
aid of an associate now and then.",LW_Intrigue_34,LW_Intrigue_34,assets/cards/LW_Intrigue_34.webp,Key_RequestAssistance,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""请求援助"", ""card_text"": ""从供应区拿取 2 个战士并放入你的酒馆。每名对手各可选择一次，给你 1 个战士以获得 3 VP。（将该战士放入你的酒馆。）"", ""possible_lore_text"": ""即使是深水城领主，偶尔也需要同伴相助。"", ""building_location"": """"}}",请求援助,从供应区拿取 2 个战士并放入你的酒馆。每名对手各可选择一次，给你 1 个战士以获得 3 VP。（将该战士放入你的酒馆。）,即使是深水城领主，偶尔也需要同伴相助。,,,,,
intrigue,base,Research Agreement,,,False,utility,,,,,,,,Take 1 wizards from the supply and place it in your Tavern. Each opponent can choose to give you 1 wizard once to score 5 VP. (Place it in your Tavern.),,,"“I might be able to help you
decipher those arcane tomes.”",LW_Intrigue_35,LW_Intrigue_35,assets/cards/LW_Intrigue_35.webp,Key_ResearchAgreement,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""研究协议"", ""card_text"": ""从供应区拿取 1 个法师并放入你的酒馆。每名对手各可选择一次，给你 1 个法师以获得 5 VP。（将该法师放入你的酒馆。）"", ""possible_lore_text"": ""“我也许能帮你解读那些奥术典籍。”"", ""building_location"": """"}}",研究协议,从供应区拿取 1 个法师并放入你的酒馆。每名对手各可选择一次，给你 1 个法师以获得 5 VP。（将该法师放入你的酒馆。）,“我也许能帮你解读那些奥术典籍。”,,,,,
intrigue,base,Sample Wares,,,False,utility,,,,,,,,Assign 1 of your unused agents to a Building in Builder's Hall. You immediately use the effect of that Building as though you controlled it.,,,“Perhaps this location will interest you!”,LW_Intrigue_36,LW_Intrigue_36,assets/cards/LW_Intrigue_36.webp,Key_SampleWares,cards_intrigue.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex intrigue translation using locked project terminology, local DND references, and attempted wiki check, 2026-06-02"", ""name"": ""试用货品"", ""card_text"": ""将你 1 个未使用的代理人指派到建造者大厅中的 1 个建筑上。你立即使用该建筑的效果，视同你控制该建筑。"", ""possible_lore_text"": ""“也许这个位置会让你感兴趣！”"", ""building_location"": """"}}",试用货品,将你 1 个未使用的代理人指派到建造者大厅中的 1 个建筑上。你立即使用该建筑的效果，视同你控制该建筑。,“也许这个位置会让你感兴趣！”,,,,,
